tweet,label
ughh come back  so bored oo its only been ten minutes okay never mind sorry im just super bored,-1
still cant get on the internet to check my email   other than that so far im havin a great time,-1
and its burning under my skin,-1
would like if my car ran,-1
im getting my 5th tattoo today ill link to my fb pics later,1
so this is what it feels like not having a job i dont like it   partying it up tonight lt3,-1
had decided not to go for schools out this year,-1
watching raise your voice amp baking,1
good morning twitters  its monday again  i thank god for another day to live my life  i might b on n off 2day but ill b around,1
talked to him im straight  goodnight twitter see yall in a couple hours,1
huh  ive never done a followfriday before  should i give it a go too,1
hates mondays and doesnt feel too good,-1
sorry hun  i can relate,-1
sunburn seems to be getting worse i cannot move my arms,-1
my face is numb and now i feel sick,-1
someday you will know how its feel thanks to my bro g,1
i voted paramore for everything possible you should too,1
has more hw still but she changed summer plans,1
i cant sleep     ive been laying in bed for like an hour and nothing,-1
morning all why is it monday  feel like ive had about two hours sleep,-1
avoiding cleaning my office,1
crap it happened again woke up 30 minutes before my alarm went off this has been happening for almost a week now time to go to work,-1
warm face warm hands warm feet,1
no milk no fruit  i guess ill have to get them,-1
im going to bed  have a great night yall,1
bradiewebbstack what movie coz it has to be a good one,1
she misses me too,-1
good morning its sunday back to the grind tmr,-1
has to do a shit load of work else hes not gettin into his second year of uni,-1
have done all i can do now i just gotta wait for a phone call,1
taylorswift13  i love your songs especially your song love story  reply on me thanks,1
goodnight the other side of the world im having my breakfast yet,1
dying from boredom someone save me,-1
tried to fix the bike no luck have to get it to a shop tomorrow,-1
sunny mornings make me happy,1
i love the mission impossible spin in the middle tan,1
i woke up about an hour ago at 1030 which left me with a really short morning  i need to start getting to sleep earlier,-1
so you know what im going to do im going to do something about it  whos with me,1
i can has migraine,-1
im awake will go to school in 10 min i just need breakfast,1
have not had a chance to hardly tweet all day this has been a crazy day,1
my hair is so heavy today its giving me headache,-1
on the way to the salon getting my nails and hair done the good life,1
it you be nice if i could find a way to sleep,-1
listening to music im leaving for my far cousins 4th birthday hes a pretty wild kid hope that i dont get punched by him lol,1
boring night at work great drive home though with a mix cd and an apple for company,1
happy birthday we the kings,1
i should stop staying out late cycling and then cant wake up for class the next day,-1
tired confused slightly annoyed but had a great night,1
good lord freedom force is brilliant,1
found one found one found one  gotta wait two whole weeks now,-1
yay yay yay got my new phone,1
beautiful day for tea isnt it,1
i hate myself and im fat feel sorry for me,-1
there is like this shooting pain in my left arm  it hurts,-1
hanging with my baby tonight  we have such a fun time together i love him so much  19 years old and weve been together 5 years crazy,1
feeling like the flu has got the best of me,-1
why am i awake before 9am on a freaking saturday  i so wanted to sleep in,-1
hey hey please tell your friends to follow me i wanna reach at least 50 followers asap,1
can someone help me fix my twitter profile,1
ugh i have to wake up early,-1
goodnight fellow twitterers  x,1
back in cali  mtv movie awards are tomorrow  australia i miss you already,1
wishes all you moms a happy amp blessed mothers day,1
it sucks to have the stomach flu on the same day they shut off the water to work on the lines,-1
does not mean she cant have a wonderful time with all the wrong ones,1
back on the couch watching the rest of my movies with a pretty flower,1
you know how i feel more than anyone else,1
anyone else still having issues uploading new background photo  i am stuck with plain pink now,-1
why does it always rain on my days off from work this sucks  i bet it would get sunny if i was there right now,-1
chilling out  aching from cheer like mad must have worked hard,1
there ya go now u should be able to see my profile pic better,1
heyy twitter not doing nothing atm,1
i think everyone should chill the fuck out about swine flu and i want to paint and my room looks pretty fucking sweet,1
happy birthday to miss megan,1
having some cake for breakfast  its going to be a great day,1
just had a smoke i feel so much better,1
taking cam home then going home exams tomorrow,-1
love makes me happy and creative,1
is doing homework and has pins and needles,-1
new best friend at walmart,1
i have stomach ache really bad  it really hurts,-1
was supposed to go to sleep three hours ago clearly i am still awake,-1
okay im tired apparently my partner in crime will be at work later  and he has spider pictures for me goodnight my fellow tweeters,1
today is going to be awesome chris arrives good friends and lots of good food and drinks,1
i can barely talk and my ceiling fell down last night but all is well because im finished with 2 classes,1
im sick thats really really bad,-1
morning  twitters hope  everyone si  having a good  one cloudy  day in  la  made it  perfect for  a cool  morning  run,1
why do you hate me,-1
another sunny hot day with blue skies by the look of it  on days like these i really love living by the beach,1
starbucks iced coffee is my favorite catching up on last nights bachelorette,1
just got home so tired i have a test to study for too  bleh school is lame,-1
my back hurts to bed now im off to sleep,1
and btw i didnt just get up i think thats how that sounded,1
eating breakfast on my 20 min break,1
going to study some final cut tomorrow really need to update my skills,1
yay for late nite talks on the phone with my future ex wife,1
jordanknight coming soon i should go to bed what do you mean with coming soon tonight tomorrow the next week,1
whos stoked to be doing something they love we sure are,1
the boys didnt finish their tacos so now im eating them happily,1
cooking dinner pancakes  also im wearing a dress tonight,1
last day of the half term    at least exams are over,-1
our new album is now on itunes and amazon and its only 6 bucks just search for today as tomorrow  pretty please,1
my finger still hurts,-1
dawn left im an only child until sunday,1
i hate being sick and the fact that its almost the end of the school year,-1
rubbish bank holiday weather and i am at work to boot double bubble,-1
meh ill stay on it  cba going off,1
do i look ok maybe i have swine flu cant see whats in front of me kidding kidding,1
just finished work off to bed up at 10 great  man i love work,1
is going to bob dylan concert tonight,1
had fun wthe kids last night dancing and singing  the house then ended the night wa good ol game of clue,1
nothing much to twit about  anything,1
weve been at the same school since we were five itll be weird without her,-1
everyday should be mothers day,1
totally just made friends with a hot doctor maybe this job isnt so bad after all,1
workin ugh,-1
today sea world yay,1
working too  need a break too,-1
i survived the dentist,1
why is susan boyle number one trending topic and diversity are number two diversity won,1
watching tony awards,1
ugh so not feeling well,-1
i went to the movies today all by myself ha now dinner with mommy and daddy,1
i wanna eat ice cream its a sunny sunny wednesday god bless to all,1
i hate it when the year ends it makes me feel depressed,-1
is digging on chillin at home on a sunday,1
maybe today will be better if not why not just give up completely,-1
happy birthday to meeeee,1
i cant find my phone charger  what is wrong wid me 2day,-1
cramps,-1
i really shouldnt be missing you,-1
thank you to everyone who added me   thank you for the follow looking forward to more things from you,1
tummy is hurting,-1
doesnt mind the loud kind of music its amazing to me,1
andyclemmensen haha me too,1
im wishing i could hit city market but have too much yard work to do,-1
listening to soft music very relaxed right now,1
life can get soo dull sometimes what do you do when u have no 1 around  x,-1
i had a dream there was some kind of bug on my eye,-1
laying in my bed i cant sleep without her here by my side,-1
has a headache,-1
look at me im using twitter to bitch about being bored,1
business exam went okay i agree with sophie i am also addicted to twitter haha how sad,1
have to try and make it through a shift at work then go to the hospital my knee is so fucked,-1
no power for the last 3 hours,-1
my neck and shoulder kills it just started hurting when i got home and now i cant move it at all it hurts,-1
well he kinda does hes like an hour away,1
applied for a job in la but nervous cuz ill be out there by myself,-1
laptop is about to die,-1
laid out for like an hour still feeling kind of sick though,-1
is crying over having to go to highschool,-1
today same might go to a baseball game dont know for sure but getting my hair done  post pic when i can,1
stuck in a room of staring faces caught in a nightmare cant wake up fucking the best song ever,1
exams this week  ahhhh,-1
woke up way to early and didnt sleep well  dont know why,-1
im off to bed nothing to fucking do no more  night tweets,-1
cleaned my whole room got rid of loads of crap,1
watching mtv movie awards,1
just got done looking at and posting pictures from this weekends crazy adventure happy,1
awsome band concert,1
picked classes for fall semester  cant register for a couple more weeks though youd think i was an art or language with my classes,1
backstreetboys oh noes  i tried to vote for you guys but theres no plus sign on your picture whats up with that  me sad  bsb,-1
i just found out that my dog died,-1
i want this flu to he over with gah  i have exams to prepare for,-1
shes in my thoughts im scared for her  but shes strong i know she can get through this,-1
i hate work this month  messed up my schedule sooo much,-1
sad about the metro accident,-1
just saw some blue moon beer,-1
yay susan boyle finished 2nd diversity won,1
audio for the concert last night came out pretty well  working on it now,1
is about to go outside amp try to remove my car battery lets see how this turns out,1
watching highschool musical live in concert,1
has a big cheese face right now,1
i dont like it when my bf doesnt feel good it makes me sad,-1
wasnt just hungover has a fever now,-1
street band japanese are loving it it was really fun 2 girls are coming tomorrow  yey,1
ive had a headache now for 24 hours  its miserable,-1
just woke up dont know what to think cant wait to see the lakers game tonight,1
thinks she has a major ear infection,-1
eating honey ice cream,1
did you go tonight i had a huge headache,-1
and away i go to do my exam,1
and its a yay yay day again at work  yay,1
mileycyrus nobody should be hating on you just ignore all of it cause so many people love you ill always support you 100  love you,1
watching episode 13 of boys before flowers,1
everyday gets better cause your not in it,1
i can breathe kris is safe,1
taylorswift13 your new video is awesome  really i love it,1
tommcfly poor tom where are the rights of animals haha just kidding love you my english sucks sorry,-1
so sleepy but cant sleep whats shall i do,-1
i woke up w a tummy ache,-1
russian history why are you so confusing,-1
bored nothing to do i miss my baby,-1
yay i have a twitter  im a tweet  lol,1
looking at mtv music award pictures,1
at school very sick today damn my nose is running like a tap,-1
hanging out  work bored 2 death,-1
i cant wait to be able to sleep in  its so hard to wake up,-1
i could have been over 300 followers today but im not gonna accept u if ur just a spam bot sorry all my followers are 100,1
about to watch obsessed again  this is a bad ass movie,1
what another fit day people  lets party,1
gonna catch the movie angels amp demons tonight cant wait,1
jordanknight your brother is even cooler than cool  thanks for this cool photo,1
ap world history exam today feel great bout it  x,1
work hopefully i wont have to do all of it by myself,-1
by the way  if i dont know you personally then feel free to say hi it would be great to get to know you all,1
just woke and my neck still hurts  but not so much like yesterday,-1
reading until no doubt,1
support your right to arm bears,1
ten pit stops still no rolling stone,-1
time to get ready  dinner and date with hubby tonight,1
okay so many people hate me i cant even count them on all my 10 fingers or my toes lovely,-1
i keep getting rained on,-1
worst night ever on multiple levels,-1
have to go to work soon first time in 3 months fucking gay,-1
good night everyone sleep well and oh yeah  note to adam you are gonna do great things i know it,1
mmmmm late night snacks are the best,1
i totally forgot to update my twitter,1
just woke up under solo and bar solo was really good last night,1
gotta work today just picked up yummy breakfast from the farmers table,1
camping in the keys til tuesday  no internet to update just a phone for some twitpics,1
urgh my shoulder hurts,-1
im going to sleep exhausted have a good day french friends,1
i feel horrible  i think i have a flu,-1
no power for 4 hours now,-1
we have the hungry girl and possibly the skinny girl on board we like it,1
donniewahlberg you never tell me you love me anymore  haha cmon give it up for your girl,1
just came in  i had such a great time salsa dancing tonight twas soooo awesome,1
another night of a bad headache now with a fever  what the junk,-1
oh no  my computer lost a page of my paper,-1
is watching jonas episode 5  i love this show,1
why does noone tweet at follow me  im starting to feel left out now,-1
still tired from yesterday about to cuddle up with my babies and make it a movie night,1
missing a friend that i cant trust and cant talk too,-1
well door has been hung and just needs painting but that can wait another year,1
if i could return to 24 hours ago i would have not drank  the hospital bill is gonna be huge,-1
i just found 20 in my purse twenty dollars  totally made my day,1
i got my house i got my house i got my house  very happy american today,1
is it gonna be a repeat of last summer all over again,-1
dear life you suck so bad sun comes up n im goin down ugh  fml,-1
subway was a bad choice,-1
mtv movie awards twilight won xd hahaha love it,1
blah always late stuck in traffic  couldnt find good clothes to fit in to,-1
why cant parents be more understanding ugh,-1
see we used to go ft worth seattle chicago ft worth home every week now home every 5 weeks,-1
sun sun sun  i want to go to the beach to revise,1
ugh theres nothing to do summer school starts thursday,-1
must get ready for this history exam which i am sure to fail   wish me luck lt3,-1
i miss the philippines i wanna go there right now,-1
no matter how i try i cant be calm and relaxed,-1
ugh i dont want to go to school tomorrow its gonna be so lame,-1
better hope you make it or else your naked time isnt wasted when youre getting wasted,1
swedish national day you say im not changing it anymore you swedish will just have more to do that day  lt3 lt3,1
finished my video ha just a minute anyways its pretty awesome haha  its a fun video,1
bed although sleeping is obviously impossible laying in bed trying to stop thinking about the last two days hurt and confused  great,-1
i am doing nothing much bored,-1
5 days in va  could a girl ask for more  dry spell has ended,1
i am going to die i wish i had a boyfriend,-1
soooooooo bored now i have something to do  bye,1
so tired had like no sleep in ages,-1
i wanted her to get with nick he was so sweet,-1
hi all cant get enough coffee today  happy birthday to me  yuck lol peace,1
money rule the world and thats the problem,-1
up very early for a saturday on my way to coffee bean for a tea latte,1
i am dog tired too and have a long day tomorrow but i cant bring myself to go to bed either  i hurt inside and out right now,-1
kimkardashian what flu,-1
back from running my errands  anyone miss me,1
ugh at work already n wont see the outside until at least 6pm not good and i still have the headache i had yesterday,-1
no one is as bored as me right now,-1
if the said things were lies it is really ok am quite used to it,1
why am i so tired today whatever ill just blame it on my low iron,1
17 is such a shit age u cant smoke u cant drink all u can do is drive but thats gunna take me till im 18 to pass  life is so shit,-1
mmm coffee and toast what a nice morning,1
cant wait 4 harry potter amp new moon,1
how do you like do twitpic im so confused,-1
lt is very depressed,-1
just woke up couldve slept longer if my mom didnt wake me up,-1
leaving ocean city   great time though and better best anniversary ever,-1
enjoying a lovely lunch with my korean friend,1
you gotta live to party and bust a move,1
on facebook hoping the weather doesnt get to bad,-1
i really want to talk to him but i have no idea how to contact him,-1
you having so many twitters from me haha this is very last one have a very awesome day  amanda  ps sorry again,1
you do do alot for me low key i guess thats why i dont get upset when you complain over everything lol,1
this feeling sucks and i cant stop getting you out of my mind you always came back to my mind if everything goes wrong for me,-1
dark grey and gold together is just awesome some of my fave colours actually,1
sitting in the garden in the sunshine,1
im sick  im going to bed now,1
watching the bachelorette and recording one tree hill,1
i have homework to do  i miss being in half term,-1
hate keeps crashing,-1
waking up with sun  blue sky was really great but now its again grey in grey outside,-1
waking up the second time is great grandmas home no to fix the broken parts wish me luck,-1
this cookies are amazingly delicious  yummy,1
still sick i wish i didnt have an exam tomorrow or have to work,-1
i feel so sick   ugh and tired but i just slept for 3 hours fml,-1
july 21st  ddlovato new album ooooh yeaah,1
yeaah the award for the best song from a movie goes to mileycyrus for the climb  im happy i voted for you i love that song,1
there may be trouble ahead i fear,-1
yeah um hey um idk im really bored out of my mind so yeah,1
morning all weather is quite bad ah well what can you do,1
ok now i believe what you are saying,1
watching the price is right   fixing to start a bon fire outside,1
had hot chocolate and went shopping with little brother  time to get pretty and see my little sister for dinner  lt3,1
daddy is on his way to the airport mommy is already missing him,-1
what is my life coming to apparently i need a car seat now,-1
i hate waiting around all day just to go into work,-1
there is something seriously wrong with my phone,-1
voted worst driver  huge,1
my belly is sore  still,-1
also am slowly losing my mind at work very slow day,-1
just got off the phone with my best friend  goodnight all,1
tommcfly dont worry looked it up  for a long word thats quite sad,-1
how gloomy i am this must be because of the rain outside  or not idk,-1
just had my first day of hardcore working out ouch but a good ouch,1
im wake i wanna eat the cake of chocolate,-1
kicking myself in the ass and yet i cant stop looking fml but its nice and depressing to remember everything i had and gave up,-1
soooo glad i can sleep in this morning my body hurts it sure could use the extra rest,1
feeling so depressed today,-1
freakin fun friday off to the gym later with jess,1
ive been wearing my pit bands for 9 days sigh  i swear i wont take them off,-1
will we have a thunderstorm tonight if so no soccer for us,-1
i have a bug bite on my hand and one on my arm,-1
missin someone badly ha ha someone thats a mystery who might he be,1
i was listening to it this morning while i was getting ready  its a great song to just jump around to,1
chips chips chips,1
i want big apple it makes me happy,1
happy birthday dad  i love you lt3,1
yea no prob cuz,1
im lying still in a position where theres no pain but i need to pee and i really dont want the pain that comes with standing,-1
heading out of va beach  bummer,-1
eating bread with cheese and chocolate,1
miley feet are feet people think thats weird or normal well who cares be yourself,1
my poor daddy is sick,-1
bored  im with bff   see you later guys,1
got back home grr my legs hurt i hate high heels no actually i love them but still i hate them,1
rain  again and again bad day,-1
lovely morning again in the north woop shame im stuck in the house of shit not feelin too positive 2day,-1
getting over my cold and working from home,1
officially have an apartment at ga state  oooh oooh,1
peace brother one love  pineapple express lt3,1
i think i have a bug bite on my face  its so hot  i want to be at the beach,-1
feeling a bit under the weather,-1
just bought the coolest record player  i love vintage shopping,1
mileycyrus mother nature doesnt hate you youre very pretty  you may need some rest,1
it is going to be a long day if the alarm keeps going off in the office,-1
wow so theres much spam on twitter still trying to figure everything out but im getting the hang of things blah bored amp lonely,-1
off to austin for brothers birthday,1
wish me luck got an interview for my results cant believe college is almost over,-1
theres something in my eye and everyones sleep theres noone awake to help me,-1
